"datum","datensatz_id","publisher","datensatz_titel","anzahl_klicks","anzahl_besuchende"
"2024-05-31",1301,"fachstelle-ogd-kanton-zuerich","Bestandsdaten zum Kanton Zürich aus dem Zentralen Firmenindex (Zefix) des Bundes",2,1
"2024-05-31",133,"statistisches-amt-kanton-zuerich","Aerzte [pro 1000 Einw.]",2,1
"2024-05-31",1382,"stadt-uster","Jugendbefragung 2021 der Stadt Uster",5,3
"2024-05-31",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",2,1
"2024-05-31",1541,"statistisches-amt-kanton-zuerich","Ausländische Wohnbevölkerung mit Schutzstatus S im Kanton Zürich, 10-Jahres-Altersklassen und Geschlecht",1,1
"2024-05-31",1742,"statistisches-amt-kanton-zuerich","Tagesregistereinträge zum Kanton Zürich und der Schweiz aus dem Zentralen Firmenindex (Zefix) des Bundes",1,1
"2024-05-31",2142,"stadt-winterthur","Stadtklimamessungen Winterthur",2,2
"2024-05-31",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",1,1
"2024-05-31",2262,"statistisches-amt-kanton-zuerich","Photovoltaik im Kanton Zürich",1,1
"2024-05-31",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",2,1
"2024-05-31",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",2,2
"2024-05-31",256,"statistisches-amt-kanton-zuerich","Demografische Alterung im Kanton Zürich",1,1
"2024-05-31",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",1,1
"2024-05-31",2622,"are-kanton-zuerich","Nutzungsdichte im Kanton Zürich",4,3
"2024-05-31",264,"statistisches-amt-kanton-zuerich","Babyboomer nicht mehr stärkste Jahrgänge",4,1
"2024-05-31",309,"statistisches-amt-kanton-zuerich","Scheidungen [Anz.]",1,1
"2024-05-31",320,"statistisches-amt-kanton-zuerich","Bevölkerung: übrige/andere/ohne Konfession [Pers.]",2,1
"2024-05-31",466,"staatsarchiv-kanton-zuerich","Zürcher Regierungsratsbeschlüsse des 19. und 20. Jahrhunderts",1,1
"2024-05-31",467,"staatsarchiv-kanton-zuerich","Kantonsratsmitglieder Kanton Zürich ab 1803",3,1
"2024-05-31",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",11,6
"2024-05-31",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",6,2
"2024-05-31",544,"oberjugendanwaltschaft-kanton-zuerich","Statistik der Jugendstrafrechtspflege des Kantons Zürich",1,1
"2024-05-31",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",1,1
"2024-05-31",586,"statistisches-amt-kanton-zuerich","Sportlich durchs Leben",1,1
"2024-05-31",619,"statistisches-amt-kanton-zuerich","Wo wohnt die ausländische Bevölkerung?",1,1
"2024-05-31",672,"bildungsstatistik-kanton-zuerich","Maturitätsquoten im Kanton Zürich",5,4
"2024-05-31",690,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Kantonsratswahlen",1,1
"2024-05-31",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",1,1
"2024-05-31",708,"statistisches-amt-kanton-zuerich","Steuerstatistik zu juristischen Personen im Kanton Zürich",1,1
"2024-05-31",717,"statistisches-amt-kanton-zuerich","Bestandsmieten im Kanton Zürich",1,1
"2024-05-31",718,"kantonspolizei-kanton-zuerich","Polizeilich registrierte Verkehrsunfälle im Kanton Zürich seit 2011",2,1
"2024-05-31",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",1,1
"2024-05-30",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",1,1
"2024-05-30",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",8,6
"2024-05-30",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",1,1
"2024-05-30",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",1,1
"2024-05-30",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",4,3
"2024-05-30",1321,"personalamt-kanton-zuerich","Personal- und Lohnstatistik der Direktionen und der Staatskanzlei des Kantons Zürich ab 2020",1,1
"2024-05-30",1481,"stadt-winterthur","Bevölkerungswachstum der Stadt Winterthur ab 1985",5,3
"2024-05-30",151,"statistisches-amt-kanton-zuerich","Generalisierte politische Gemeinden des Kantons Zürich",3,2
"2024-05-30",1541,"statistisches-amt-kanton-zuerich","Ausländische Wohnbevölkerung mit Schutzstatus S im Kanton Zürich, 10-Jahres-Altersklassen und Geschlecht",1,1
"2024-05-30",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",1,1
"2024-05-30",1823,"stadt-winterthur","Beschäftigte der Stadt Winterthur",1,1
"2024-05-30",1982,"afm-kanton-zuerich","Verkehrsnachfrage im ÖV, MIV und im Veloverkehr nach Gemeinden und Regionen im Kanton Zürich",3,1
"2024-05-30",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",1,1
"2024-05-30",2183,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Kantonsratswahl 2023",4,2
"2024-05-30",2302,"statistisches-amt-kanton-zuerich","Kandidierende und Listenverbindungen Nationalratswahl 2023",1,1
"2024-05-30",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",2,1
"2024-05-30",2423,"awi-kanton-zuerich","Vergleich der Standortattraktivität des Kantons Zürich mit europäischen Regionen",1,1
"2024-05-30",2502,"statistisches-amt-kanton-zuerich","Anzahl Kantonsratssitze nach Wahlkreis",1,1
"2024-05-30",2522,"statistisches-amt-kanton-zuerich","Web Analytics des Datenkatalogs des Kantons Zürich",1,1
"2024-05-30",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",3,3
"2024-05-30",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",7,4
"2024-05-30",2603,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Landwirtschaftsland pro Raumplanungsregion und Bezirk sowie gesamter Kanton",6,3
"2024-05-30",268,"statistisches-amt-kanton-zuerich","Über die Grenze",1,1
"2024-05-30",271,"statistisches-amt-kanton-zuerich","Abseits der Märkte für Bauland",1,1
"2024-05-30",339,"statistisches-amt-kanton-zuerich","Grosse Betriebe (250+ VZÄ) [Anz.]",4,1
"2024-05-30",466,"staatsarchiv-kanton-zuerich","Zürcher Regierungsratsbeschlüsse des 19. und 20. Jahrhunderts",19,7
"2024-05-30",468,"staatsarchiv-kanton-zuerich","Zürcher Ehedaten des 16. bis 18. Jahrhunderts",13,9
"2024-05-30",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",1,1
"2024-05-30",534,"statistisches-amt-kanton-zuerich","Regionalisierte Bevölkerungsprognosen für den Kanton Zürich bis 2030",1,1
"2024-05-30",551,"statistisches-amt-kanton-zuerich","Öffentliche oder private Mobilität?",1,1
"2024-05-30",563,"awel-kanton-zuerich","Lufttemperatur und Luftfeuchte LoRa-Sensor-Messwerte",3,3
"2024-05-30",61,"statistisches-amt-kanton-zuerich","Bevölkerungsdichte [Einw./km2]",1,1
"2024-05-30",693,"statistisches-amt-kanton-zuerich","Archiv Wahlresultate Nationalratswahlen",1,1
"2024-05-30",708,"statistisches-amt-kanton-zuerich","Steuerstatistik zu juristischen Personen im Kanton Zürich",1,1
"2024-05-30",729,"gesundheitsdirektion-kanton-zuerich","Badewasserqualität in öffentlichen Badeanstalten an Flüssen und Seen im Kanton Zürich",4,4
"2024-05-30",732,"staatsarchiv-kanton-zuerich","Zürcher Kantonsratsprotokolle des 19. und 20. Jahrhunderts",3,1
"2024-05-30",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",4,3
"2024-05-30",736,"awel-kanton-zuerich","Kiesstatistik des Kantons Zürich ab 1990",2,1
"2024-05-30",737,"statistisches-amt-kanton-zuerich","Religiosität und Spiritualität heute",2,1
"2024-05-30",740,"statistisches-amt-kanton-zuerich","COVID_19 Gesellschaftsmonitoring des Kantons Zürich",1,1
"2024-05-30",76,"statistisches-amt-kanton-zuerich","Einkommensverteilung",3,1
"2024-05-29",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",1,1
"2024-05-29",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",5,3
"2024-05-29",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",2,2
"2024-05-29",124,"statistisches-amt-kanton-zuerich","Statistisches Jahrbuch des Kantons Zürich",2,1
"2024-05-29",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",3,2
"2024-05-29",1321,"personalamt-kanton-zuerich","Personal- und Lohnstatistik der Direktionen und der Staatskanzlei des Kantons Zürich ab 2020",4,3
"2024-05-29",1481,"stadt-winterthur","Bevölkerungswachstum der Stadt Winterthur ab 1985",1,1
"2024-05-29",151,"statistisches-amt-kanton-zuerich","Generalisierte politische Gemeinden des Kantons Zürich",8,5
"2024-05-29",1601,"stadt-winterthur","Wohnungsbestand und Anzahl Neubauwohnungen in der Stadt Winterthur ab 1981",1,1
"2024-05-29",1681,"awel-kanton-zuerich","Produktion von Wärme und Strom aus erneuerbaren Energieträgern im Kanton Zürich ab 2010",1,1
"2024-05-29",180,"statistisches-amt-kanton-zuerich","Generalisierte Bezirke des Kantons Zürich",3,2
"2024-05-29",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",2,2
"2024-05-29",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",1,1
"2024-05-29",192,"statistisches-amt-kanton-zuerich","Steuerertrag Grundsteuern [Mio.Fr.]",1,1
"2024-05-29",1922,"statistisches-amt-kanton-zuerich","Aus- und Einzugsmieten im Kanton Zürich",1,1
"2024-05-29",198,"statistisches-amt-kanton-zuerich","Generalisierte Regionen des Kantons Zürich",1,1
"2024-05-29",1982,"afm-kanton-zuerich","Verkehrsnachfrage im ÖV, MIV und im Veloverkehr nach Gemeinden und Regionen im Kanton Zürich",1,1
"2024-05-29",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",3,2
"2024-05-29",2142,"stadt-winterthur","Stadtklimamessungen Winterthur",1,1
"2024-05-29",227,"statistisches-amt-kanton-zuerich","Generalisierte Wahlkreise des Kantons Zürich",2,1
"2024-05-29",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",1,1
"2024-05-29",2342,"statistisches-amt-kanton-zuerich","Mobilitätsverhalten der Zürcher Bevölkerung",1,1
"2024-05-29",236,"statistisches-amt-kanton-zuerich","Generalisierte politische Gemeinden und Auszählkreise des Kantons Zürich",5,3
"2024-05-29",2423,"awi-kanton-zuerich","Vergleich der Standortattraktivität des Kantons Zürich mit europäischen Regionen",1,1
"2024-05-29",2522,"statistisches-amt-kanton-zuerich","Web Analytics des Datenkatalogs des Kantons Zürich",6,3
"2024-05-29",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",3,3
"2024-05-29",2562,"statistisches-amt-kanton-zuerich","Wärmebelastung der Bevölkerung im Kanton Zürich",1,1
"2024-05-29",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",2,1
"2024-05-29",264,"statistisches-amt-kanton-zuerich","Babyboomer nicht mehr stärkste Jahrgänge",1,1
"2024-05-29",271,"statistisches-amt-kanton-zuerich","Abseits der Märkte für Bauland",1,1
"2024-05-29",301,"statistisches-amt-kanton-zuerich","Steuerertrag von natürlichen Personen [Mio.Fr.]",3,1
"2024-05-29",346,"statistisches-amt-kanton-zuerich","Total Beschäftigte [Anz.]",1,1
"2024-05-29",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",2,1
"2024-05-29",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",3,3
"2024-05-29",511,"statistisches-amt-kanton-zuerich","Frauenlöhne, Männerlöhne. Vollzeitlöhne, Teilzeitlöhne.",1,1
"2024-05-29",552,"statistisches-amt-kanton-zuerich","Löhne, Teilzeitarbeit und Boni.",1,1
"2024-05-29",708,"statistisches-amt-kanton-zuerich","Steuerstatistik zu juristischen Personen im Kanton Zürich",2,1
"2024-05-29",717,"statistisches-amt-kanton-zuerich","Bestandsmieten im Kanton Zürich",1,1
"2024-05-29",718,"kantonspolizei-kanton-zuerich","Polizeilich registrierte Verkehrsunfälle im Kanton Zürich seit 2011",2,1
"2024-05-29",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",3,3
"2024-05-28",108,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von unbebautem Gewerbe- und Industriebauland pro Raumplanungsregion und Bezirk sowie gesamter Kanton",1,1
"2024-05-28",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",1,1
"2024-05-28",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",8,5
"2024-05-28",1142,"statistisches-amt-kanton-zuerich","Bevölkerung nach 3 Altersklassen und Geschlecht",1,1
"2024-05-28",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",6,4
"2024-05-28",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",1,1
"2024-05-28",1341,"statistisches-amt-kanton-zuerich","Bevölkerungsbefragung im Kanton Zürich zur Zufriedenheit mit der Wohngemeinde ",26,9
"2024-05-28",1362,"gesundheitsdirektion-kanton-zuerich","Trinkwasserqualität im Kanton Zürich nach Gemeinden und Verteilzonen",1,1
"2024-05-28",1363,"awel-kanton-zuerich","Luftschadstoffemissionen im Kanton Zürich",1,1
"2024-05-28",1382,"stadt-uster","Jugendbefragung 2021 der Stadt Uster",3,1
"2024-05-28",1401,"finanzverwaltung-kanton-zuerich","Staatsquote des Kantons Zürich",2,1
"2024-05-28",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",3,3
"2024-05-28",1461,"fachstelle-ogd-kanton-zuerich","Web Service des Metadatenkatalogs des Kantons Zürich",2,2
"2024-05-28",1481,"stadt-winterthur","Bevölkerungswachstum der Stadt Winterthur ab 1985",3,3
"2024-05-28",1521,"stadt-winterthur","Bevölkerung der Stadt Winterthur nach Alter, Geschlecht und Herkunft ab 2021",2,1
"2024-05-28",1601,"stadt-winterthur","Wohnungsbestand und Anzahl Neubauwohnungen in der Stadt Winterthur ab 1981",1,1
"2024-05-28",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",1,1
"2024-05-28",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",5,4
"2024-05-28",193,"statistisches-amt-kanton-zuerich","Steuerertrag Kirchgemeinden [Mio.Fr.]",1,1
"2024-05-28",1942,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Wahltag des Kantons Zürich",1,1
"2024-05-28",2022,"fachstelle-ogd-kanton-zuerich","Gebäude und Wohnungen im Kanton Zürich",2,2
"2024-05-28",2042,"kantonspolizei-kanton-zuerich","Anzahl Einbrüche nach Gemeinden des Kantons Zürich",2,1
"2024-05-28",2102,"awel-kanton-zuerich","Fahrzeugflotte der kantonalen Verwaltung Zürich",1,1
"2024-05-28",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",6,2
"2024-05-28",2423,"awi-kanton-zuerich","Vergleich der Standortattraktivität des Kantons Zürich mit europäischen Regionen",4,2
"2024-05-28",254,"statistisches-amt-kanton-zuerich","Bevölkerung nach Gemeinde, Heimat, Geschlecht und Alter ab 2010",6,3
"2024-05-28",2562,"statistisches-amt-kanton-zuerich","Wärmebelastung der Bevölkerung im Kanton Zürich",2,1
"2024-05-28",2563,"stadt-winterthur","Bevölkerung der Stadt Winterthur, nach Heimat und Herkunft",7,4
"2024-05-28",2603,"statistisches-amt-kanton-zuerich","Effektive Quadratmeterpreise von Landwirtschaftsland pro Raumplanungsregion und Bezirk sowie gesamter Kanton",1,1
"2024-05-28",296,"statistisches-amt-kanton-zuerich","Baulandpreis (gewichteter Median) [Fr./m2]",1,1
"2024-05-28",5,"statistisches-amt-kanton-zuerich","Gemeindesteuern der Zürcher Gemeinden",2,2
"2024-05-28",503,"staatsarchiv-kanton-zuerich","Archivinformationssystem des Staatsarchivs des Kantons Zürich",3,2
"2024-05-28",63,"statistisches-amt-kanton-zuerich","Bevölkerung nach Konfession und Kirchgemeinden",1,1
"2024-05-28",641,"statistisches-amt-kanton-zuerich","Zuwanderung und Gemeindefinanzen",2,1
"2024-05-28",692,"tiefbauamt-kanton-zuerich","Verkehrszähldaten motorisierter Individualverkehr MIV im Kanton Zürich",1,1
"2024-05-28",705,"statistisches-amt-kanton-zuerich","Bevölkerungsprognose für den Kanton Zürich",8,4
"2024-05-28",709,"fachstelle-ogd-kanton-zuerich","Web Service des Geschäftsverwaltungssystems des Kantonsrates des Kantons Zürich",3,1
"2024-05-28",729,"gesundheitsdirektion-kanton-zuerich","Badewasserqualität in öffentlichen Badeanstalten an Flüssen und Seen im Kanton Zürich",4,2
"2024-05-28",734,"statistisches-amt-kanton-zuerich","Echtzeitdaten am Abstimmungstag – kommunale und regionale Vorlagen",6,4
"2024-05-27",1120,"are-kanton-zuerich","Bauzonen im Kanton Zürich",3,3
"2024-05-27",1141,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich",7,5
"2024-05-27",1143,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand und -wachstum des Kantons Zürich nach Nationalität",2,2
"2024-05-27",117,"statistisches-amt-kanton-zuerich","Kühe [Anz.]",1,1
"2024-05-27",118,"statistisches-amt-kanton-zuerich","Schafe [Anz.]",1,1
"2024-05-27",1202,"kantonspolizei-kanton-zuerich","Polizeiliche Kriminalstatistik (PKS) des Kantons Zürich",1,1
"2024-05-27",125,"statistisches-amt-kanton-zuerich","Vermögensverteilung",3,2
"2024-05-27",127,"statistisches-amt-kanton-zuerich","Bevölkerungsbestand ab 1962",3,2
"2024-05-27",1362,"gesundheitsdirektion-kanton-zuerich","Trinkwasserqualität im Kanton Zürich nach Gemeinden und Verteilzonen",1,1
"2024-05-27",1421,"handelsregisteramt-kanton-zuerich","Eintragungen im Handelsregister des Kantons Zürich",3,1
"2024-05-27",1461,"fachstelle-ogd-kanton-zuerich","Web Service des Metadatenkatalogs des Kantons Zürich",1,1
"2024-05-27",1601,"stadt-winterthur","Wohnungsbestand und Anzahl Neubauwohnungen in der Stadt Winterthur ab 1981",2,1
"2024-05-27",1681,"awel-kanton-zuerich","Produktion von Wärme und Strom aus erneuerbaren Energieträgern im Kanton Zürich ab 2010",1,1
"2024-05-27",177,"statistisches-amt-kanton-zuerich","Bauzonen überbaut [ha]",1,1
"2024-05-27",178,"statistisches-amt-kanton-zuerich","Landwirtschaftliche Nutzfläche [ha]",1,1
"2024-05-27",1802,"are-kanton-zuerich","Geschossflächen im Kanton Zürich",3,3
"2024-05-27",1803,"awel-kanton-zuerich","Abfallmengen und Abfallgebühren in den Gemeinden im Kanton Zürich ab 2000",4,4
"2024-05-27",1842,"statistisches-amt-kanton-zuerich","Firmenkonkurse und -gründungen im Zeichen von Corona",1,1
"2024-05-27",1882,"statistisches-amt-kanton-zuerich","Dokumentation zur Bevölkerungsprognose für den Kanton Zürich",10,6
"2024-05-27",190,"statistisches-amt-kanton-zuerich","Steuerbares Vermögen natürliche Pers. [Mio.Fr.]",2,2
"2024-05-27",1982,"afm-kanton-zuerich","Verkehrsnachfrage im ÖV, MIV und im Veloverkehr nach Gemeinden und Regionen im Kanton Zürich",2,2
"2024-05-27",2202,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Nationalratswahl 2023",1,1
"2024-05-27",2203,"statistisches-amt-kanton-zuerich","Resultate und Wahlbeteiligung Ständeratswahl 2023",1,1
"2024-05-27",2322,"statistisches-amt-kanton-zuerich","Betriebslandschaft im Kanton Zürich mit dem Bestand und den Umzügen nach Branchen, Gemeinden und anderen Kantonen",5,2
"2024-05-27",2382,"awel-kanton-zuerich","Messdaten langjähriger Abgasmessungen im realen Fahrbetrieb mittels Remote Sensing (RSD)",1,1
